#separator:tab
#html:true
#columns:deck	front	back
Anatomie::La langue, la région épiglottique, le voile	Drainage lymphatique de la langue, la région épiglottique, le voile ?	o Submentaux (SMt)<br>o Submandibulaires (SMd)<br>o Sous-digastriques (SD)  sur les gros vaisseaux<br>Les éléments sont reliés par le cercle péri-cervical.<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Structure essentielle de la région. Visualise bien ses rapports 3D.</div>
Anatomie::La langue, la région épiglottique, le voile	Si cancer de la langue, la région épiglottique, le voile ?	-Sur pointe langue  métastases dans ggl submentaux<br>-Sur région moyenne dans ggl submandibulaires<br>-Sur base langue sous-digastrique<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Structure essentielle de la région. Visualise bien ses rapports 3D.</div>
Anatomie::La langue, la région épiglottique, le voile	Résumé de la langue, la région épiglottique, le voile ?	1/3 ant nerf trijumeau<br>1 /3 post IX (sensible)<br> XII (moteur)<br>Vue antérieure schématique : les voies gustatives et sensitives<br><br>Dessin de la langue+région de l’épiglotte+ouverture de l’isthme du gosier.<br>Tronc cérébral+ cerveau.<br><br>noyau du tractus solitaire =<br>noyau commun aux nerfs VII, IX,<br>X.<br>Contient le noyau de Nageotte à<br>cheval sur le VII et IX qui contient<br>les fibres gustatives.<br>Innervation sensitive de la langue<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Structure essentielle de la région. Visualise bien ses rapports 3D.</div>
Anatomie::La langue, la région épiglottique, le voile	Innervations parasympatique des glandes salivaires ?	les glandes salivaires sublinguales, submandibulaires et linguales sont innervées par le nerf VII (noyau salivaire supérieur)<br>la glande parotide est innervée par le nerf glossopharyngien IX (noyau salivaire inférieur)<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Le nerf est le messager. Un déficit précis permet un diagnostic topographique sûr avant toute imagerie.</div>
Anatomie::La langue, la région épiglottique, le voile	Donc de la langue, la région épiglottique, le voile ?	-le noyau salivaire supérieur donne des fibres parasympathiques qui accompagnent la corde du tympan et se termine sur les<br>glandes sublinguales et submandibulaires après avoir transiter via les ganglion du même nom.<br>-le noyau salivaire inférieur donne des fibres parasympathiques qui entrent avec le N. tympanique de Jacobson dans la caisse<br>du tympan, puis forment avec des fibres sensitives le nerf petit pétreux qui rejoint le ggl otique d'Arnold (accompagné par le<br>rameau communiquant du grand pétreux) puis les fibres parasympatiques suivent le nerf auriculo-temporal et innervent la<br>glande parotide<br><br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Structure essentielle de la région. Visualise bien ses rapports 3D.</div>
Anatomie::La langue, la région épiglottique, le voile	Territoires de la sensibilité gustative ?	o Salé sur la pointe de la langue avec le sucré<br>o L’acide sur la partie postérieur du bord de la langue<br>Amer sur les régions des papilles circumvalées.<br>La région vélaire en vue postérieure<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Structure essentielle de la région. Visualise bien ses rapports 3D.</div>
Anatomie::La langue, la région épiglottique, le voile	Aide au schéma ?	 Le basi-occipital (BO), le rocher des os<br>temporaux, en dessous, le ptérygoïde<br>avec la fossette scaphoïde et l’hamulus.<br>L’ENP (épine nasal post). La trompe<br>d’Eustache.<br> En bas, le contour général du voile, avec<br>les 2 arcs palato-glosse et palatopharyngien et l’ouverture du larynx (L).<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Structure essentielle de la région. Visualise bien ses rapports 3D.</div>
Anatomie::La langue, la région épiglottique, le voile	Muscles de la langue, la région épiglottique, le voile ?	 Le voile = une structure molle située<br>dans la partie postérieure de la cavité<br>orale qui prolonge le palais dur.<br> Aponévrose intra-vélaire, dont<br>l’extension ne dépasse pas la moitié du<br>voile du palais. Coupée dans la partie<br>gauche du dessin pour voir les muscles<br>qui s’attachent à sa profondeur.<br> Muscle tenseur du voile du palais<br>(TVP) : vient de la fossette scaphoïde<br>(sur lame médiale du pr. ptérygoïde),<br>prend appui sur le crochet antérieur de la<br>trompe d’Eustache dont il engendre<br>l’ouverture.<br>Se réfléchit sur l’hamulus<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> L'action du muscle découle de son orientation et de ses insertions. Imagine la contraction.</div>
Anatomie::La langue, la région épiglottique, le voile	Loge tonsillaire : de la langue, la région épiglottique, le voile ?	<br><br><br><br><br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Structure essentielle de la région. Visualise bien ses rapports 3D.</div>
Anatomie::La langue, la région épiglottique, le voile	Vue antérieure de la région cervicale, vue clinique : ?	<br><br><br><br><br><br><br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> C'est ici que l'anatomie devient concrète : le lien vital entre structure et maladie.</div>
Anatomie::La langue, la région épiglottique, le voile	Vue de profil : tête représentée en extension/rotation : ?	<br><br><br><br><br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Structure essentielle de la région. Visualise bien ses rapports 3D.</div>
Anatomie::La langue, la région épiglottique, le voile	Subdivision des régions : ?	<br><br><br><br><br><br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Structure essentielle de la région. Visualise bien ses rapports 3D.</div>
Anatomie::La langue, la région épiglottique, le voile	Masse musculaires et lames aponévrotiques (segmentent la région cervicale) : ?	 peau<br> muscle platysma : lame superficielle<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Structure essentielle de la région. Visualise bien ses rapports 3D.</div>
Anatomie::La langue, la région épiglottique, le voile	Cervicale (muscle infra-hyoïdiens) ?	o OH : le plus latéral<br>o Lame pré trachéale du fascia<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> L'action du muscle découle de son orientation et de ses insertions. Imagine la contraction.</div>
Anatomie::La langue, la région épiglottique, le voile	Cervical (lptfc) ou (acm) ?	ligne blanche cervicale =<br>adhésion sur la ligne médiane à<br>ACS<br><br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Structure essentielle de la région. Visualise bien ses rapports 3D.</div>
Anatomie::La langue, la région épiglottique, le voile	Muscles pré vertébraux ?	o Face antérieure du rachis<br>o Latéral : les muscles se<br>continuent par les scalènes<br>o lame pré vertébrale du fascia<br>cervical (LPVFC) ou (ACP)<br><br>Même disposition des lames en arrière<br>o muscle élévateur de la scapula (ES) à emballé par ACM<br>o petit dentelé : + sa propre lame aponévrotique. On ne le voit pas ici dans la région<br>cervicale<br>o Prolongation de l’ACP (aponévrose cervicale profonde)<br><br>Fascia nuchalà isolant les muscles de la région profonde :<br>o Splénius de la tête ST<br>o Splénius du cou SC<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> L'action du muscle découle de son orientation et de ses insertions. Imagine la contraction.</div>
Anatomie::La langue, la région épiglottique, le voile	Cloisonnement des viscères ?	o Gaine à entoure la thyroïde : gaine périthyroïdienne<br>o Gaine à entoure les viscères aérodigestifs : aponévrose bucco-pharynée<br>o Gaine à entoure le paquet vasculo-nerveux du cou : gaine périvasculaire<br>o Cloisonnement entre gaine aéro-digestive et LPVFC : cloison de CHARPY.<br>NB : gaine périthyroïdienne + aponévrose bucco-pharynée = gaine périviscérale<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Structure essentielle de la région. Visualise bien ses rapports 3D.</div>
Anatomie::La langue, la région épiglottique, le voile	Différents espaces de cs creux supraclaviculaire ?	o espace inter-musculo-aponévrotique (EIMA) : espace de glissement entre ACS et ACM<br>o espace pré viscérale (EPV) : devant les viscères, espace de glissement.<br>o Loge thyroïdienne (LT)<br>o Loge aéro-digestive (LAD)<br>o loge vasculaire (LV) : contient pédicules vasculo-nerveux du cou<br>o loge rétro-pharyngée (LRPH) : derrière le pharynx.<br>o loge pré vertébrale (LPV) : sous ACP, devant les vertèbres.<br>o loge nuchale (LN) : en arrière, isolée par les éléments du fascia nucal.<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Structure essentielle de la région. Visualise bien ses rapports 3D.</div>
Anatomie::La langue, la région épiglottique, le voile	Régions de cs creux supraclaviculaire ?	o Triangle cervical antérieur TCA : du bord antérieur du SCM à jusqu’ au processus antérieur de<br>la vertèbre<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Structure essentielle de la région. Visualise bien ses rapports 3D.</div>
Anatomie::La langue, la région épiglottique, le voile	Contenu de cs creux supraclaviculaire ?	§ Conduit digestif<br>§ Conduit respiratoire<br>§ Masses musculaires<br>o Région jugulocarotidienne (RJC) : Sous le SCM<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Le contenu définit la fonction de la loge. Attention aux éléments nobles (nerfs/vaisseaux).</div>
Anatomie::La langue, la région épiglottique, le voile	Voies pour chirurgie ?	 Incision sur coté antérieur du SCM  loge vasculaire<br> Incision sur la ligne médiale, à travers la ligne blanche régions viscérales.<br> Incision au bord postérieur SCM  région du Triangle cervical postérieur<br> Incision de la ligne médiane en arrière région nuchale.<br>Coupe sagittale : fin de la mise en place des régions :<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Structure essentielle de la région. Visualise bien ses rapports 3D.</div>
Anatomie::La langue, la région épiglottique, le voile	Aponévroses de cs creux supraclaviculaire ?	 ACS (aponévrose cervicale superficielle)<br>o Rebord mandibule<br>o Région sub-mentale sub-mandibulaire<br>o Os hyoïde<br>o Bord supérieur sternum + bifurcation creux suprasternal<br><br>ACM (aponévrose cervicale moyenne)<br>o Appuyée sur os hyoïde<br>o Entoure muscles infra hyoïdiens<br>o Face postérieur sternum<br><br>espace inter-musucloaponévrotique EIMA : Entre ACS<br>↔ ACM : plan de glissement pour<br>les muscles.<br><br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Structure essentielle de la région. Visualise bien ses rapports 3D.</div>
Anatomie::La langue, la région épiglottique, le voile	Lame rétro viscerale de cs creux supraclaviculaire ?	o Appui sur la base du crâne<br>o Donne une gaine qui rejoint les<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Structure essentielle de la région. Visualise bien ses rapports 3D.</div>
Anatomie::La langue, la région épiglottique, le voile	Communication avec les différentes parties du médiastin ?	 espace inter-musculo-aponévrotique (EIMA) : se termine sur le sternum<br> Loge pré viscérale  communication avec médiastin antérieur.  Collection cervicale devant thyroïde<br>peut donner une fusion ou abcès qui descend et qui comprime la trachée.<br> Collection dans la loge viscérale descend  dans le médiastin moyen, autour de l’arbre respiratoire, et<br>se continue dans la cavité péricardique.<br> Collection dans l'espace pré vertébrale collection cheminée médiastinale postérieur.<br>Derrière le rachis<br><br><br><br>Fascia nuchal, ACP, ACM (entoure élévateur de la scapula), et ACS.<br>Région de la nuque (RN)  contient muscles de la nuquepermet la station érigée de la tête.<br>Complètement close pas de communication avec les étages inferieurs.<br>Canal vertébral : Creusé à l’intérieur de la région vertébrale.<br>Vue latérale: Région latérale et jugulocarotidienne.<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Structure essentielle de la région. Visualise bien ses rapports 3D.</div>
Anatomie::La langue, la région épiglottique, le voile	Aide au schéma: de cs creux supraclaviculaire ?	<br><br><br><br><br><br><br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Structure essentielle de la région. Visualise bien ses rapports 3D.</div>
Anatomie::La langue, la région épiglottique, le voile	Muscles superficiels de cs creux supraclaviculaire ?	En arrière, trapèze, et en avant, le SCM et ses 2 chefs:<br><br>Chef sterno-mastoïdien supérieur: part du manubrium<br>sternal et se termine sur la mastoïde. Tendon sur le<br>manubrium sternal<br><br>Chef cléido-occipital ou cléido-mastoïdien : plus aplati et<br>se termine sur la clavicule<br>Ces deux chefs sont séparés par la Fossette de Sedillot.<br>Le SCM Engendre un mouvement d’extension, de rotation et de<br>flexion de la colonne cervicale.<br>Les 2 muscles sont innervés par le nerf accessoire (XI)<br>Ils sont entourés par la lame superficielle du Fascia Cervical qui fait le tour de la région. Recouvre le Triangle cervical<br>antérieur (TCA), s’accole avec la cloison submandibuloparotidienne (CSMP). La loge parotidienne est entourée par cette<br>même lame aponévrotique, qui est densifiée au niveau de la cloison. Le Fascia parotidien (FP) est en continuité avec cette<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> L'action du muscle découle de son orientation et de ses insertions. Imagine la contraction.</div>
Anatomie::La langue, la région épiglottique, le voile	Veines superficielles de cs creux supraclaviculaire ?	Veine jugulaire externe (VJE) : Part de l'angle de la mandibule, passe sous le platysma, perfore la lame superficielle du<br>fascia cervical au niveau du foramen de Dittel. En arrière.<br>Veine jugulaire antérieur (VJA) : court le long du bord antérieur du platysma, perfore le fascia dans la région<br>antérieur, pour entrer dans le creux supra sternal. En avant.<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Vascularisation = survie tissulaire. Toute lésion ici est une urgence vitale ou fonctionnelle.</div>
Anatomie::La langue, la région épiglottique, le voile	Nerfs de cs creux supraclaviculaire ?	Branches du plexus cervical superficiel qui se détachent du bord post su SCM et donnent naissance aux:<br>Nerf grand auriculaire (GA) (C2)<br>Nerf petit occipital (PO) (C2)<br>Nerf grand occipital (C2)<br>Nerf transverse du cou (TC) (C3) : ses fibres passent au dessous de la veine jugulaire externe et se répartissent<br>en irradiant les éléments autour du platysma en fibres supra hyoïdiennes et infra hyoïdiennes. 2 rameaux perforent le<br>platysma : un rameux supra hyoïdien (SH) et un rameau infra hyoïdien (IH).<br>Nerfs supra claviculaires médiaux (SCM)et latéraux (SCL) (C4) passent au dessus de la veine jugulaire et viennent<br>s'irradier à travers les chefs inf du platysma.<br>Toutes ces branches du plexus cervical partent d'un point commun situé au bord post du SCM : le punctum nevrosum<br>d'ERB, situé le long du triangle cervical postérieur. C'est au niveau de ce point que ce se fait l'anesthésie des 5 branches<br>superficielles du plexus cervical.<br>Le triangle cervical post laisse descendre en profondeur le nerf XI accessoire qui a un trajet en baïonnette. Ce nerf est<br>accompagné par les ganglions lymphatiques de la chaine accessoire.<br>Même vue latérale : plan plus profond<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Le nerf est le messager. Un déficit précis permet un diagnostic topographique sûr avant toute imagerie.</div>
Anatomie::La langue, la région épiglottique, le voile	Muscles infra hyoïdiens (ih) ?	 muscle omo hyoïdien : 2chefs : chef sup et inf reliés<br><br><br><br>par un tendon intermédiaire<br>muscle sterno hyoïdiennes<br>muscle sterno thyroïdienne<br>muscle thyro hyoïdien<br>Ces muscles sont entourés par une lame aponévrotique : l' aponévrose cervicale moyenne. Elle se termine au<br>bord postérieur de l’omo hyoïdien.<br>Les éléments s’accolent l’un à l’autre au contact de la bourse séreuse de Beclard.<br>En haut, dans le même plan, le muscle digastrique ( 2 chefs séparés par une poulie), et à sa profondeur, le muscle<br>mylo hyoïdien, et le muscle hyoglosse.<br>le tendon intermédiaire de l'omo hyoïdien vient se disposer sur la gaine pré-vasculaire (ou péri-vasculaire) du<br>fascia cervical. Cette gaine pré-vasculaire se continue par la gaine pré-viscérale en avant. Le tendon<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> L'action du muscle découle de son orientation et de ses insertions. Imagine la contraction.</div>
Anatomie::La langue, la région épiglottique, le voile	La carotide croise le processus saillant de c6 appelé tubercule de chassaignac, contre lequel ?	on peut comprimer le vaisseau en exerçant une pression forte dans la région cervicale ant: on<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Structure essentielle de la région. Visualise bien ses rapports 3D.</div>
Anatomie::La langue, la région épiglottique, le voile	Branches ant de cs creux supraclaviculaire ?	- Artère thyroïdienne supérieur : contre le cartilage thyroïde et donne l'artère<br>laryngée supérieure (LS) et inférieure (LI) et un rameau hyoïdien (H)<br>- Artère linguale (AL) : se détache contre la corne de l'os hyoïde et vascularise la langue<br>-Artère faciale (AF) : se détache près de l’angle de la mandibule, passe dans la région<br>submandibulaire , remonte ensuite dans la région supérieure en détachant: artère<br>submentale, artère massétérique, 2 artères labiales (inf et sup) et des artères faciales<br>courtes et longues<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Structure essentielle de la région. Visualise bien ses rapports 3D.</div>
Anatomie::La langue, la région épiglottique, le voile	Branches post de cs creux supraclaviculaire ?	- Artère occipitale : se dirige vers le haut, passe au côté médial du processus mastoïde et<br>se dégage pour vasculariser le cuir chevelu postérieur. Elle détache des branches pour le<br>SCM, les muscles longs de la nuque et les muscles courts de la nuque et une branche<br>mastoïdienne qui s’anastomose avec l'artère auriculaire postérieur<br>Artère auriculaire postérieur<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Structure essentielle de la région. Visualise bien ses rapports 3D.</div>
Anatomie::La langue, la région épiglottique, le voile	Branche en profondeur ?	Artère pharyngienne ascendante (APHASC)<br>Petit schéma<br>Repères qui permettent d'identifier les vaisseaux<br>Eléments dans ce schéma : conduit auditif externe, rebord<br>de la mandibule, articulation sterno claviculaire en bas<br>Le trajet de l'axe artériel est pratiquement vertical. Il part<br>de l'articulation sterno claviculaire et se termine au milieu<br>de la droite qui rejoint le processus mastoïde et le gonion.<br>Le trajet de la veine jugulaire interne dans la région<br>cervicale est descendant depuis le sommet du processus<br>mastoïde jusqu'à articulation sterno claviculaire.<br>Les deux axes sont légèrement différents : l'artère est plus<br>antérieure et plus verticale que la veine.<br>La veine jugulaire externe part de l'angle de la mandibule, croise les vaisseaux et se termine à la moitié<br>de la clavicule.<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Structure essentielle de la région. Visualise bien ses rapports 3D.</div>
Anatomie::La langue, la région épiglottique, le voile	Veines et nœuds lymphatiques ?	correspondants<br>L'axe veineux principal est l'axe de la VJI<br>Veine jugulaire interne est située à<br>l'intérieur du plan de la face médiale du<br>processus mastoïde. Son trajet dans la<br>région cervicale est descendant depuis le<br>sommet du processus mastoïde jusqu'à<br>articulation sterno claviculaire.<br>La VJI rejoint la veine Subclavière (VSC)<br>pour former le tronc brachiocéphalique et<br>est croisée par les 2 tendons intermédiaires.<br>Elle est croisée en haut par le ventre post<br>du digastrique et dans la partie moyenne<br>par le tendon intermédiaire de<br>l'omohyoïdien.<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Vascularisation = survie tissulaire. Toute lésion ici est une urgence vitale ou fonctionnelle.</div>
Anatomie::La langue, la région épiglottique, le voile	Le tronc de faraboeuf récolte la ?	 veine faciale (VF) passe au dessus de la glande sous mandibulaire<br> veine linguale (VL) vient de la profondeur du plancher.<br> veine thyroïdienne supérieure (VTS) vient de la région thyroïdienne<br>La VJE sort du coté inférieure de la parotide (elle est issue de la veine communicante intraparotidienne ou retromandublaire), se dirige en bas, passe en profondeur et rejoint la veine<br>subclavière. Elle est la plus superficielle et a un trajet caractéristique: elle part de l'angle de la<br>mandibule, croise les vaisseaux et se termine à la moitié de la clavicule.<br>Elle est toujours visible sous la peau, en particulier quand le malade est en décompensation cardiaque<br>et que la veine saillante sous la peau permet d'observer le reflux hépatojugulaire.<br>La VJA court en avant et la VJP court en arrière, elles vont toutes deux rejoindre la veine subclaviere.<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Structure essentielle de la région. Visualise bien ses rapports 3D.</div>
Anatomie::La langue, la région épiglottique, le voile	Les noeuds lymphatiques ?	 Submentaux (SMt) dans le triangle submental.<br> Submandibulaires (SMd) autour de la veine faciale, dans la région submandibulaire<br> Sous-digastriques (SD) ou Ganglions de KÜTNER contre la jugulaire et en dessous du<br>ventre post du digastrique<br>→Ces éléments forment le cercle péri-cervical<br><br>Ganglions sus omo hyoïdiens ou ganglions de Poirier le long de la jugulaire interne en<br>regard du tendon intermédiaire de l'omo hyoïdien<br> Ganglions supra claviculaires : 2 groupes : groupe médial le long de la VJ, et groupe latéral<br>le long de l’artère cervicale transverse<br> Noeuds lymphatiques de la chaine accessoire = éléments postérieur situés le long du nerf<br>accessoire<br> Noeuds lymphatiques jugulaires antérieurs le long de la veine jugulaire ant<br>→Tous ces éléments sont reliés entre eux par des vaisseaux lymphatiques qui suivent des trajets<br>particuliers<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Structure essentielle de la région. Visualise bien ses rapports 3D.</div>
Anatomie::La langue, la région épiglottique, le voile	Pour repère de cs creux supraclaviculaire ?	o SCM, trapèze et clavicule.<br>o Tendon et ventre ant du digastrique <br>plicature entre le cou et la région<br>submandibulaire<br>o Ventre postérieur de l’omohyoïdien.<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Structure essentielle de la région. Visualise bien ses rapports 3D.</div>
Anatomie::La langue, la région épiglottique, le voile	 les zones ?	o Zone I = submentaux<br>o Zone IIa= sub-mandibulaires sous la<br>mandibule et au-dessus du digastrique<br>o Zone IIb = sous digastriques (Kütner) sous<br>le digastrique et le SCM<br>o Zone III= sus-omohyoïdiens (Poirier) sous le<br>SCM<br>o Zone IVa = supra-claviculaires médiaux<br>sous le SCM<br>o Zone Va = nœuds lymphatiques de la chaîne<br>accessoire  dans triangle cervical post, au-dessus de l’omohyoïdien.<br>o Zone Vb = supra-claviculaires latéraux  sous l’omohyoïdien.<br>o Zone VI = nœuds lymphatiques de la chaîne cervicale antérieure<br> en continuité fonctionnel avec l’aire I.<br><br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Structure essentielle de la région. Visualise bien ses rapports 3D.</div>
Anatomie::La langue, la région épiglottique, le voile	Distribution des cancers au niveau tête et cou ?	o Sur lèvres ou langue migrent dans zones I  IIa ou VI<br>o Sur dos de la langue ou partie moyenne du plancher orale :<br>zones IIa  IIbIII IVa<br>= flux lymphatique le long de la chaîne principale jugulo-carotidienne.<br>o Cancer très post, dans base langue ou pharynx :<br>dissémination le long de la chaîne accessoire :<br>Va  Vb  IVa.<br><br>Savoir quelle région il faut examiner pour rechercher le cancer !Ex : on trouve un ganglion dans telle<br>zone on sait où est le cancer<br><br>Utilisé pour classifier les cancers de la tête et du cou.<br>Vue latérale : Synthèse du paquet vasculo-nerveux du cou<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Structure essentielle de la région. Visualise bien ses rapports 3D.</div>
Anatomie::La langue, la région épiglottique, le voile	Carotide commune détache ?	o la Carotide interne : initialement lat<br>puis devient post<br>o la Carotide externe : initialement<br>médiale puis devient ant<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Structure essentielle de la région. Visualise bien ses rapports 3D.</div>
Anatomie::La langue, la région épiglottique, le voile	Carotide externe détache ?	o A. thyroïdienne supérieure (ATH)<br>o A. linguale (AL)<br>o A. faciale (AF)<br>o A. occipitale (AO) au même niveau que<br>l’artère linguale<br>o A. auriculaire postérieure (AAP) au<br>même niveau que l’artère faciale<br>Veine jugulaire interne (située au coté latéral de<br>l’artère) collecte le confluent veineux thyro-lingofacial de Faraboeuf qui réunit :<br>o Veine faciale<br>o Veine linguale<br>o Veine thyroïdienne sup<br> ce confluent recouvre la carotide !<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Structure essentielle de la région. Visualise bien ses rapports 3D.</div>
Anatomie::La langue, la région épiglottique, le voile	Rameau cardiaque supérieur (rcs) ?	rameau parasympathique qui descend vers<br>le cœur. Se détache souvent du nerf<br>laryngé sup.<br> les 4 sont emballés dans la gaine périvascucaire<br>Nerf glossopharyngien IX : derrière la carotide interne et puis la croise et se rend dans la région<br>pharyngienne. ! Ne croise que la carotide interne.<br>Il garde un rapport constant entre l’artère et la veine.<br>Nerf hypoglosse XII, le plus médial initialement, croise la face postérieure du nerf vague, s’enroue<br>autour de la CI et CE pour rejoindre la région submandibulaire.<br>Le croisement autour de la carotide se fait juste en-dessous de l’a.occipitale qui est le<br>repère chirurgical pour trouver le nerf XII<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Structure essentielle de la région. Visualise bien ses rapports 3D.</div>
Anatomie::La langue, la région épiglottique, le voile	Nerf xii passe ?	1) sous le ventre postérieur du digastrique (VPD)<br>2) Au-dessus du ventre antérieur du digastrique. (VAD)<br><br>Nerf laryngé supérieur (NLS) : passe en profondeur<br>et rejoint le larynx.<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Le nerf est le messager. Un déficit précis permet un diagnostic topographique sûr avant toute imagerie.</div>
